"Date","Price","Open","High","Low","Vol.","Change %"
"05/07/2021","91.83","91.91","92.53","91.53","264.60K","0.96%"
"05/06/2021","90.96","90.24","91.00","89.45","260.46K","0.60%"
"05/05/2021","90.42","91.28","91.58","90.18","243.29K","-0.26%"
"05/04/2021","90.66","91.73","91.75","89.41","561.46K","-2.05%"
"05/03/2021","92.56","93.39","93.57","92.35","993.90K","-0.54%"
"04/30/2021","93.06","93.33","94.02","92.85","1.36M","-1.35%"
"04/29/2021","94.33","95.33","95.36","93.36","221.81K","0.12%"
"04/28/2021","94.22","94.65","94.80","93.99","164.18K","-0.52%"
"04/27/2021","94.71","95.16","95.19","94.42","137.38K","-0.31%"
"04/26/2021","95.00","94.43","95.13","94.25","228.64K","0.72%"
"04/23/2021","94.32","92.97","94.58","92.97","261.33K","1.68%"
"04/22/2021","92.76","93.76","94.20","92.45","257.62K","-1.15%"
"04/21/2021","93.84","92.85","93.89","92.64","152.59K","0.83%"
"04/20/2021","93.07","93.82","94.13","92.49","413.47K","-0.92%"
"04/19/2021","93.93","94.39","94.94","93.39","176.87K","-0.99%"
"04/16/2021","94.87","95.26","95.26","94.39","468.21K","-0.21%"
"04/15/2021","95.07","94.33","95.11","94.30","435.03K","1.82%"
"04/14/2021","93.37","94.62","94.62","93.18","391.42K","-1.26%"
"04/13/2021","94.56","93.90","94.64","93.84","182.31K","1.16%"
"04/12/2021","93.48","93.65","93.77","93.00","273.62K","-0.51%"
"04/09/2021","93.96","92.82","93.99","92.59","198.70K","0.76%"
"04/08/2021","93.25","92.82","93.25","92.68","250.90K","1.39%"
"04/07/2021","91.97","91.34","92.11","91.10","263.58K","0.65%"
"04/06/2021","91.38","91.39","92.01","91.16","371.64K","-0.23%"
"04/05/2021","91.59","90.29","91.75","90.16","663.03K","2.08%"
"04/01/2021","89.72","88.85","89.75","88.85","2.17M","2.30%"
"03/31/2021","87.70","86.78","88.36","86.78","1.16M","1.86%"
"03/30/2021","86.10","86.07","86.28","85.40","601.56K","-0.63%"
"03/29/2021","86.65","86.82","87.16","86.04","342.86K","-0.43%"
"03/26/2021","87.02","85.18","87.11","85.18","889.23K","2.09%"
"03/25/2021","85.24","84.85","85.76","84.12","1.42M","-0.30%"
"03/24/2021","85.50","87.60","87.60","85.50","1.16M","-1.87%"
"03/23/2021","87.13","87.99","88.39","86.89","2.68M","-0.60%"
"03/22/2021","87.66","86.50","88.20","86.50","1.64M","1.94%"
"03/19/2021","85.99","85.63","86.61","85.07","3.03M","0.48%"
"03/18/2021","85.58","87.04","87.27","85.55","297.23K","-3.21%"
"03/17/2021","88.42","87.42","89.01","86.68","835.25K","0.08%"
"03/16/2021","88.35","88.26","89.37","87.81","2.68M","0.87%"
"03/15/2021","87.59","86.62","87.63","86.29","3.35M","1.19%"
"03/12/2021","86.56","86.20","86.56","85.48","1.17M","-0.97%"
"03/11/2021","87.41","86.50","87.84","86.46","899.04K","2.67%"
"03/10/2021","85.14","86.74","86.82","85.03","1.30M","-0.60%"
"03/09/2021","85.65","84.59","86.24","84.50","1.04M","3.88%"
"03/08/2021","82.45","85.13","85.48","82.35","982.77K","-3.30%"
"03/05/2021","85.26","84.79","85.52","82.18","1.29M","1.74%"
"03/04/2021","83.80","85.19","86.10","82.71","1.49M","-1.95%"
"03/03/2021","85.47","87.79","88.05","85.31","1.08M","-2.96%"
"03/02/2021","88.08","89.94","90.00","88.04","674.57K","-1.87%"
"03/01/2021","89.76","88.41","89.85","87.94","449.61K","3.27%"
"02/26/2021","86.92","87.13","88.39","86.06","1.48M","0.80%"
"02/25/2021","86.23","88.93","89.65","85.92","741.07K","-3.77%"
"02/24/2021","89.61","87.94","89.71","87.15","631.88K","1.00%"
"02/23/2021","88.72","87.38","89.17","85.46","1.45M","-0.34%"
"02/22/2021","89.02","90.38","90.68","88.98","345.33K","-2.73%"
"02/19/2021","91.52","92.03","92.22","91.13","532.31K","0.00%"
"02/18/2021","91.52","91.02","91.71","90.37","604.78K","-0.53%"
"02/17/2021","92.01","91.96","92.21","90.92","445.26K","-0.93%"
"02/16/2021","92.87","93.41","93.67","92.48","504.45K","-0.25%"
"02/12/2021","93.10","92.33","93.13","92.03","346.11K","0.50%"
"02/11/2021","92.64","92.30","92.68","91.69","476.10K","0.92%"
"02/10/2021","91.80","92.10","92.45","90.86","643.88K","0.14%"
"02/09/2021","91.67","91.41","92.17","91.41","264.30K","-0.03%"
"02/08/2021","91.70","91.20","91.70","90.98","273.30K","0.85%"
"02/05/2021","90.93","90.83","91.13","90.42","369.88K","0.36%"
"02/04/2021","90.60","90.00","90.60","89.46","546.91K","1.14%"
"02/03/2021","89.58","90.07","90.33","89.36","419.59K","0.26%"
"02/02/2021","89.35","89.02","89.62","88.80","460.30K","1.44%"
"02/01/2021","88.08","86.83","88.45","86.10","367.85K","2.68%"
"01/29/2021","85.78","87.21","87.44","85.17","543.77K","-2.25%"
"01/28/2021","87.75","87.60","89.13","87.51","692.03K","0.43%"
"01/27/2021","87.37","88.79","89.06","86.57","2.33M","-2.23%"
"01/26/2021","89.36","89.51","89.74","88.96","457.17K","0.00%"
"01/25/2021","89.36","89.75","90.24","87.24","674.26K","0.82%"
"01/22/2021","88.63","88.40","88.93","88.30","391.43K","-0.12%"
"01/21/2021","88.74","88.15","88.98","87.75","543.33K","1.29%"
"01/20/2021","87.61","86.47","87.90","86.37","661.76K","2.31%"
"01/19/2021","85.63","84.92","85.83","84.64","645.76K","1.59%"
"01/15/2021","84.29","85.08","85.39","84.15","267.45K","-0.88%"
"01/14/2021","85.04","85.60","86.07","84.93","379.62K","-0.54%"
"01/13/2021","85.50","85.19","85.83","84.98","324.21K","0.45%"
"01/12/2021","85.12","85.16","85.45","84.32","284.76K","-0.13%"
"01/11/2021","85.23","85.13","85.90","84.73","424.13K","-0.87%"
"01/08/2021","85.98","85.94","86.23","85.03","401.44K","0.71%"
"01/07/2021","85.37","83.74","85.60","83.74","797.49K","2.97%"
"01/06/2021","82.91","83.02","84.39","82.67","504.27K","-1.88%"
"01/05/2021","84.50","83.50","84.60","83.50","510.59K","0.81%"
"01/04/2021","83.82","85.53","85.53","82.69","757.76K","-1.48%"
"12/31/2020","85.08","85.18","85.32","84.58","208.11K","0.01%"
"12/30/2020","85.07","85.63","85.84","85.02","183.76K","-0.30%"
"12/29/2020","85.33","86.32","86.42","85.18","317.15K","-0.58%"
"12/28/2020","85.83","85.96","85.98","85.24","246.96K","0.76%"
"12/24/2020","85.18","84.91","85.43","84.86","105.89K","0.42%"
"12/23/2020","84.82","85.54","85.54","84.78","222.42K","-0.74%"
"12/22/2020","85.45","85.15","85.84","84.66","357.65K","0.92%"
"12/21/2020","84.67","83.54","84.71","82.84","329.23K","0.22%"
"12/18/2020","84.48","84.85","84.85","83.97","403.49K","-0.21%"
"12/17/2020","84.66","84.71","84.87","84.29","472.05K","0.62%"
"12/16/2020","84.14","83.67","84.39","83.40","202.47K","0.66%"
"12/15/2020","83.59","83.01","83.59","82.69","193.84K","1.62%"
"12/14/2020","82.26","82.31","82.88","82.20","225.39K","0.18%"
"12/11/2020","82.11","81.68","82.14","81.17","171.48K","-0.02%"
"12/10/2020","82.13","81.22","82.47","81.00","254.98K","0.51%"
"12/09/2020","81.71","83.51","83.77","81.44","482.73K","-2.18%"
"12/08/2020","83.53","83.16","83.81","82.81","389.81K","0.37%"
"12/07/2020","83.22","83.07","83.37","82.90","174.26K","0.36%"
"12/04/2020","82.92","82.35","82.93","82.23","224.77K","0.84%"
"12/03/2020","82.23","82.28","82.75","82.07","265.99K","0.06%"
"12/02/2020","82.18","81.72","82.27","81.14","375.82K","0.07%"
"12/01/2020","82.12","81.75","82.53","81.34","568.10K","1.02%"
"11/30/2020","81.29","80.84","81.32","79.75","417.18K","0.66%"
"11/27/2020","80.76","80.48","81.06","80.48","134.34K","0.91%"
"11/25/2020","80.03","79.92","80.21","79.67","245.80K","0.46%"
"11/24/2020","79.66","78.98","79.78","78.47","429.91K","1.09%"
"11/23/2020","78.80","79.22","79.50","78.25","770.78K","-0.24%"
"11/20/2020","78.99","79.66","79.90","78.99","224.14K","-0.82%"
"11/19/2020","79.64","78.57","79.68","78.37","301.00K","1.21%"
"11/18/2020","78.69","79.43","79.71","78.69","282.88K","-1.09%"
"11/17/2020","79.56","79.52","79.89","79.16","475.38K","-0.34%"
"11/16/2020","79.83","78.97","79.96","78.97","232.40K","0.86%"
"11/13/2020","79.15","79.11","79.27","78.42","277.77K","0.66%"
"11/12/2020","78.63","79.19","79.72","78.36","231.02K","-0.47%"
"11/11/2020","79.00","77.81","79.24","77.81","363.91K","2.52%"
"11/10/2020","77.06","77.83","78.52","76.13","770.75K","-2.28%"
"11/09/2020","78.86","81.26","82.01","78.68","531.56K","-2.21%"
"11/06/2020","80.64","79.96","80.77","79.00","534.05K","0.51%"
"11/05/2020","80.23","79.90","80.40","79.43","846.67K","3.08%"
"11/04/2020","77.83","77.01","78.28","76.31","643.51K","4.60%"
"11/03/2020","74.41","73.72","75.00","73.50","392.90K","1.72%"
"11/02/2020","73.15","73.65","74.26","72.39","519.53K","-0.05%"
"10/30/2020","73.19","74.23","74.47","72.42","542.60K","-2.23%"
"10/29/2020","74.86","74.00","75.81","74.00","444.97K","1.70%"
"10/28/2020","73.61","75.36","75.56","73.55","501.36K","-4.09%"
"10/27/2020","76.75","76.58","77.02","76.26","827.24K","0.74%"
"10/26/2020","76.19","76.99","77.68","75.27","452.41K","-2.07%"
"10/23/2020","77.80","77.66","77.80","77.06","343.21K","0.24%"
"10/22/2020","77.61","77.87","78.14","76.68","379.04K","-0.24%"
"10/21/2020","77.80","77.98","78.75","77.77","277.73K","-0.26%"
"10/20/2020","78.00","78.12","78.73","77.58","288.36K","0.26%"
"10/19/2020","77.80","79.50","79.83","77.66","335.49K","-1.48%"
"10/16/2020","78.97","79.80","79.95","78.97","493.18K","-0.35%"
"10/15/2020","79.25","78.12","79.41","78.03","488.38K","-0.46%"
"10/14/2020","79.62","80.31","80.56","78.96","409.62K","-0.55%"
"10/13/2020","80.06","80.67","80.94","79.83","398.26K","-0.19%"
"10/12/2020","80.21","79.22","80.86","78.96","675.50K","2.87%"
"10/09/2020","77.97","77.27","78.01","77.27","416.17K","1.47%"
"10/08/2020","76.84","76.99","77.08","76.54","298.96K","0.59%"
"10/07/2020","76.39","75.70","76.53","75.70","1.23M","1.79%"
"10/06/2020","75.05","75.97","76.62","74.78","418.85K","-1.33%"
"10/05/2020","76.06","74.94","76.08","74.94","334.07K","2.22%"
"10/02/2020","74.41","74.52","75.79","74.13","427.09K","-2.45%"
"10/01/2020","76.28","76.33","76.41","75.82","549.36K","1.34%"
"09/30/2020","75.27","74.64","76.02","74.60","590.11K","0.76%"
"09/29/2020","74.70","74.84","75.11","74.49","419.78K","-0.25%"
"09/28/2020","74.89","74.87","74.89","74.11","1.16M","1.78%"
"09/25/2020","73.58","71.88","73.73","71.45","477.71K","2.61%"
"09/24/2020","71.71","70.67","72.60","70.67","588.77K","0.45%"
"09/23/2020","71.39","73.56","73.62","71.20","463.91K","-3.09%"
"09/22/2020","73.67","73.31","73.84","72.03","1.00M","1.66%"
"09/21/2020","72.47","70.45","72.47","70.31","932.61K","1.13%"
"09/18/2020","71.66","73.11","73.11","70.84","946.76K","-1.67%"
"09/17/2020","72.88","71.95","73.39","71.81","2.76M","-1.21%"
"09/16/2020","73.77","75.20","75.37","73.66","596.38K","-1.71%"
"09/15/2020","75.05","75.26","75.51","74.53","677.57K","1.31%"
"09/14/2020","74.08","74.04","74.77","73.58","1.12M","1.60%"
"09/11/2020","72.91","74.20","74.41","71.90","1.84M","-0.78%"
"09/10/2020","73.48","75.97","76.14","73.03","731.84K","-1.90%"
"09/09/2020","74.90","74.34","75.69","73.68","1.03M","2.97%"
"09/08/2020","72.74","73.16","75.11","72.70","1.03M","-4.62%"
"09/04/2020","76.26","76.95","78.04","73.00","1.31M","-1.69%"
"09/03/2020","77.57","80.97","80.99","76.85","1.34M","-5.94%"
"09/02/2020","82.47","82.78","82.78","80.80","808.03K","1.07%"
"09/01/2020","81.60","80.44","81.62","80.18","429.45K","2.26%"
"08/31/2020","79.80","79.72","80.28","79.33","414.55K","0.40%"
"08/28/2020","79.48","79.22","79.66","79.02","403.30K","0.81%"
"08/27/2020","78.84","79.37","79.50","78.25","717.91K","-0.43%"
"08/26/2020","79.18","77.91","79.19","77.91","614.70K","2.62%"
"08/25/2020","77.16","76.46","77.16","76.30","1.91M","0.76%"
"08/24/2020","76.58","77.15","77.26","76.00","390.30K","0.68%"
"08/21/2020","76.06","75.25","76.10","75.24","492.13K","1.04%"
"08/20/2020","75.28","73.96","75.38","73.81","395.74K","1.47%"
"08/19/2020","74.19","74.56","74.88","74.08","335.25K","-0.16%"
"08/18/2020","74.31","74.06","74.44","73.67","379.69K","0.58%"
"08/17/2020","73.88","73.85","73.99","73.68","478.23K","0.63%"
"08/14/2020","73.42","73.51","73.62","73.01","268.26K","-0.14%"
"08/13/2020","73.52","73.46","74.09","73.22","289.63K","0.27%"
"08/12/2020","73.32","72.20","73.53","72.20","521.86K","2.26%"
"08/11/2020","71.70","72.77","73.15","71.58","495.10K","-2.00%"
"08/10/2020","73.16","73.47","73.59","72.05","765.21K","-0.29%"
"08/07/2020","73.37","74.17","74.32","72.71","575.43K","-1.45%"
"08/06/2020","74.45","73.39","74.45","73.16","405.58K","1.49%"
"08/05/2020","73.36","73.42","73.53","73.00","304.22K","0.12%"
"08/04/2020","73.27","73.05","73.27","72.58","544.08K","0.26%"
"08/03/2020","73.08","72.39","73.30","72.38","517.19K","2.22%"
"07/31/2020","71.49","71.04","71.50","69.77","912.97K","2.32%"
"07/30/2020","69.87","68.60","69.89","68.39","207.96K","0.78%"
"07/29/2020","69.33","68.69","69.54","68.69","367.99K","1.52%"
"07/28/2020","68.29","68.95","69.10","68.22","1.05M","-1.27%"
"07/27/2020","69.17","68.47","69.25","68.42","492.09K","1.63%"
"07/24/2020","68.06","67.78","68.49","66.98","463.62K","-1.23%"
"07/23/2020","68.91","70.58","70.96","68.57","582.97K","-2.78%"
"07/22/2020","70.88","70.54","71.14","70.33","679.48K","0.62%"
"07/21/2020","70.44","71.73","71.73","70.23","902.93K","-1.11%"
"07/20/2020","71.23","69.42","71.32","69.08","569.84K","2.83%"
"07/17/2020","69.27","69.36","69.44","68.64","305.38K","0.35%"
"07/16/2020","69.03","68.92","69.16","68.30","542.62K","-0.95%"
"07/15/2020","69.69","69.94","70.25","68.84","459.78K","0.23%"
"07/14/2020","69.53","68.23","69.58","67.47","582.86K","0.96%"
"07/13/2020","68.87","71.21","71.61","68.67","735.10K","-2.38%"
"07/10/2020","70.55","70.39","70.57","69.66","284.78K","0.03%"
"07/09/2020","70.53","70.66","70.70","69.42","700.28K","0.73%"
"07/08/2020","70.02","69.27","70.02","69.03","545.79K","1.76%"
"07/07/2020","68.81","69.25","70.08","68.72","336.82K","-0.82%"
"07/06/2020","69.38","68.89","69.69","68.89","1.08M","1.98%"
"07/02/2020","68.03","68.38","68.58","67.95","372.32K","0.47%"
"07/01/2020","67.71","67.43","68.04","67.20","386.96K","0.39%"
"06/30/2020","67.45","66.09","67.56","66.05","635.30K","2.03%"
"06/29/2020","66.11","65.22","66.11","64.47","412.53K","1.12%"
"06/26/2020","65.38","66.72","66.84","65.25","386.16K","-2.29%"
"06/25/2020","66.91","66.16","66.94","65.53","269.47K","1.07%"
"06/24/2020","66.20","67.38","67.77","65.86","915.77K","-2.11%"
"06/23/2020","67.63","67.74","68.34","67.48","1.09M","0.65%"
"06/22/2020","67.19","66.12","67.23","66.07","459.36K","1.71%"
"06/19/2020","66.06","67.11","67.11","65.66","467.59K","-0.36%"
"06/18/2020","66.30","65.92","66.33","65.75","225.25K","0.45%"
"06/17/2020","66.00","66.36","66.55","65.85","371.18K","0.09%"
"06/16/2020","65.94","66.33","66.42","64.95","509.55K","2.00%"
"06/15/2020","64.65","62.59","64.84","62.59","497.44K","1.19%"
"06/12/2020","63.89","64.92","65.16","62.86","601.52K","1.16%"
"06/11/2020","63.16","65.48","65.87","63.13","773.98K","-5.65%"
"06/10/2020","66.94","66.41","67.35","66.24","466.37K","1.52%"
"06/09/2020","65.94","65.28","66.19","65.16","553.18K","0.53%"
"06/08/2020","65.59","64.97","65.59","64.44","589.04K","0.86%"
"06/05/2020","65.03","64.03","65.28","63.84","521.20K","2.09%"
"06/04/2020","63.70","64.00","64.43","63.28","1.64M","-0.75%"
"06/03/2020","64.18","64.03","64.41","63.77","741.31K","0.67%"
"06/02/2020","63.75","63.32","63.75","62.58","1.09M","0.77%"
"06/01/2020","63.26","62.81","63.36","62.62","409.99K","0.44%"
"05/29/2020","62.98","62.35","63.18","61.93","404.54K","1.35%"
"05/28/2020","62.14","61.98","63.30","61.95","545.06K","-0.38%"
"05/27/2020","62.38","61.94","62.38","60.54","608.25K","0.47%"
"05/26/2020","62.09","63.55","63.55","62.01","1.33M","-0.26%"
"05/22/2020","62.25","61.78","62.33","61.56","254.72K","0.55%"
"05/21/2020","61.91","62.58","62.88","61.80","355.40K","-1.07%"
"05/20/2020","62.58","61.98","62.66","61.98","578.56K","2.46%"
"05/19/2020","61.08","61.27","61.99","61.08","1.97M","-0.11%"
"05/18/2020","61.15","61.05","61.49","60.83","2.44M","2.00%"
"05/15/2020","59.95","58.67","59.98","58.61","372.08K","0.40%"
"05/14/2020","59.71","58.44","59.71","57.92","511.72K","1.31%"
"05/13/2020","58.94","60.16","60.53","58.19","646.13K","-1.91%"
"05/12/2020","60.09","61.61","61.75","60.09","459.94K","-2.13%"
"05/11/2020","61.40","60.42","61.72","60.42","507.39K","0.99%"
"05/08/2020","60.80","60.35","60.81","59.95","784.34K","1.59%"
"05/07/2020","59.85","59.80","60.12","59.56","398.08K","1.42%"
"05/06/2020","59.01","59.07","59.57","58.71","455.68K","0.79%"
"05/05/2020","58.55","58.38","59.25","58.25","1.46M","1.49%"
"05/04/2020","57.69","56.59","57.70","56.40","1.70M","1.41%"
"05/01/2020","56.89","57.28","57.95","56.67","402.18K","-2.87%"
"04/30/2020","58.57","58.91","58.91","58.15","526.30K","-0.03%"
"04/29/2020","58.59","57.47","58.84","57.31","659.43K","4.12%"
"04/28/2020","56.27","57.89","57.92","56.20","649.76K","-1.61%"
"04/27/2020","57.19","57.45","57.52","56.97","405.43K","0.70%"
"04/24/2020","56.79","55.90","56.81","55.50","950.32K","1.92%"
"04/23/2020","55.72","56.17","56.70","55.62","837.23K","-0.57%"
"04/22/2020","56.04","55.19","56.31","55.09","1.05M","4.05%"
"04/21/2020","53.86","55.49","55.61","53.52","504.17K","-4.37%"
"04/20/2020","56.32","56.32","57.16","56.29","408.00K","-1.35%"
"04/17/2020","57.09","57.42","57.42","56.30","757.24K","1.15%"
"04/16/2020","56.44","56.38","56.62","55.62","440.16K","1.29%"
"04/15/2020","55.72","55.51","56.09","55.06","711.19K","-1.47%"
"04/14/2020","56.55","55.38","56.67","55.22","638.36K","4.16%"
"04/13/2020","54.29","53.77","54.29","53.13","629.84K","0.57%"
"04/09/2020","53.98","54.60","54.76","53.54","700.88K","0.07%"
"04/08/2020","53.94","53.10","54.06","52.71","801.66K","2.80%"
"04/07/2020","52.47","54.61","54.61","52.44","937.47K","-0.53%"
"04/06/2020","52.75","50.91","53.05","50.54","758.21K","8.05%"